,,,,계,,관광,,상용,,공용,,유학연수,,기타
년,월,대륙,국적,인원수,증감률(%),인원수,증감률(%),인원수,증감률(%),인원수,증감률(%),인원수,증감률(%),인원수,증감률(%)
"2010","04","아메리카","캐나다","10,708","13.17","8,127","11.56","116","9.43","5","25.00","2","-81.82","2,458","19.55"
"2010","04","아메리카","브라질","855","20.59","563","24.83","30","-23.08","1","0.00","3","-40.00","258","21.13"
"2010","04","아메리카","멕시코","536","24.36","427","30.18","8","-42.86","2","-50.00","5","150.00","94","13.25"
"2010","04","아메리카","아메리카 기타","1,479","23.25","879","15.96","12","-47.83","13","8.33","19","72.73","556","40.40"
"2010","04","아메리카 소계","","73,194","13.69","55,935","15.64","1,287","-16.70","2,445","-2.90","77","-13.48","13,450","13.44"
"2010","04","유럽","러시아","11,011","8.06","4,361","11.51","752","35.50","16","100.00","23","-11.54","5,859","2.97"
"2010","04","유럽","영국","9,356","27.24","7,418","21.01","288","-12.73","2","0.00","4","33.33","1,644","85.14"
"2010","04","유럽","독일","8,179","0.55","6,097","-1.17","191","-4.50","20","25.00","26","8.33","1,845","6.96"
"2010","04","유럽","프랑스","5,891","5.03","4,509","4.42","249","2.05","27","22.73","72","100.00","1,034","4.55"
"2010","04","유럽","이탈리아","1,806","-7.38","1,457","-2.61","27","8.00","6","100.00","7","16.67","309","-26.43"
"2010","04","유럽","네덜란드","2,095","22.59","1,529","18.07","40","2.56","2","100.00","13","30.00","511","40.38"
"2010","04","유럽","우크라이나","2,029","-0.59","536","25.82","12","-14.29","0","-100.00","1","-50.00","1,480","-7.38"
"2010","04","유럽","스페인","895","-8.67","728","-8.89","24","4.35","3","-78.57","3","-25.00","137","-2.14"
"2010","04","유럽","루마니아","613","32.11","210","25.75","15","-11.76","0","0.00","1","0.00","387","38.71"
"2010","04","유럽","노르웨이","1,147","17.52","708","4.42","286","45.18","0","0.00","4","100.00","149","50.51"
"2010","04","유럽","스웨덴","1,239","19.36","1,015","22.73","44","-6.38","10","-37.50","6","-45.45","164","19.71"
"2010","04","유럽","폴란드","938","13.01","391","12.03","12","-40.00","0","0.00","1","-92.86","534","19.46"
"2010","04","유럽","스위스","994","26.14","876","26.04","16","166.67","0","0.00","0","0.00","102","17.24"
"2010","04","유럽","포르투갈","420","9.38","363","14.51","12","300.00","0","0.00","1","0.00","44","-30.16"
"2010","04","유럽","오스트리아","708","3.36","541","5.46","12","33.33","4","0.00","5","-16.67","146","-4.58"
"2010","04","유럽","핀란드","710","-15.58","503","-20.91","11","-21.43","0","0.00","10","25.00","186","1.64"
"2010","04","유럽","벨기에","624","8.90","484","2.76","18","80.00","1","0.00","1","0.00","120","30.43"
"2010","04","유럽","크로아티아","482","-2.03","162","26.56","11","-35.29","0","-100.00","0","0.00","309","-10.69"
"2010","04","유럽","그리스","620","-3.58","332","6.07","29","16.00","0","0.00","0","0.00","259","-15.08"
"2010","04","유럽","불가리아","675","24.54","170","3.66","2","0.00","1","0.00","1","0.00","501","33.60"
"2010","04","유럽","덴마크","631","5.87","465","3.33","23","-28.13","0","0.00","3","0.00","140","22.81"
"2010","04","유럽","아일랜드","441","0.46","339","0.89","7","-56.25","0","0.00","1","0.00","94","8.05"
"2010","04","유럽","유럽 기타","1,786","-3.88","1,122","-14.22","35","45.83","1","-66.67","2","-66.67","626","21.08"
"2010","04","유럽 소계","","53,290","8.50","34,316","7.59","2,116","13.22","93","1.09","185","15.63","16,580","9.82"
"2010","04","오세아니아","오스트레일리아","9,643","20.87","7,928","18.52","436","12.08","44","-25.42","6","50.00","1,229","46.83"
"2010","04","오세아니아","뉴질랜드","2,167","6.91","1,830","5.35","45","12.50","1","0.00","0","-100.00","291","17.34"
"2010","04","오세아니아","오세아니아 기타","470","-3.29","386","42.44","0","-100.00","1","-88.89","0","0.00","83","-56.99"
"2010","04","오세아니아 소계","","12,280","17.05","10,144","16.64","481","8.82","46","-33.33","6","20.00","1,603","25.43"
"2010","04","아프리카","남아프리카공화국","669","34.88","377","72.94","26","30.00","0","-100.00","0","0.00","266","3.91"
"2010","04","아프리카","아프리카 기타","1,892","26.39","695","30.64","670","21.82","58","141.67","32","-13.51","437","23.45"
"2010","04","아프리카 소계","","2,561","28.50","1,072","42.93","696","22.11","58","123.08","32","-13.51","703","15.25"
"2010","04","기타","국적미상","15","-46.43","14","-46.15","1","0.00","0","-100.00","0","0.00","0","0.00"
"2010","04","기타 소계","","15","-46.43","14","-46.15","1","0.00","0","-100.00","0","0.00","0","0.00"
"2010","04","교포","교포","27,697","48.88","0","0.00","0","0.00","0","0.00","0","0.00","27,697","48.88"
"2010","04","교포 소계","","27,697","48.88","0","0.00","0","0.00","0","0.00","0","0.00","27,697","48.88"
"2010","04 소계","","","730,265","6.05","543,297","3.23","25,467","13.79","3,276","-3.70","2,997","3.20","155,228","16.19"
"2010","05","아시아","중국","154,066","78.33","89,056","161.67","12,325","-5.28","360","164.71","2,931","-6.06","49,394","36.86"
"2010","05","아시아","일본","241,695","15.37","233,311","14.49","1,480","13.50","150","105.48","216","4.35","6,538","58.65"
"2010","05","아시아","대만","33,326","-0.17","32,405","-0.72","40","-2.44","8","-46.67","38","-7.32","835","29.46"
"2010","05","아시아","홍콩","16,384","26.03","15,552","27.57","62","16.98","4","0.00","15","50.00","751","0.67"
"2010","05","아시아","마카오","348","29.37","347","31.44","0","-100.00","0","0.00","0","0.00","1","0.00"
"2010","05","아시아","필리핀","29,067","19.03","6,858","19.02","266","20.91","84","13.51","18","50.00","21,841","19.01"
"2010","05","아시아","인도네시아","8,030","32.29","3,196","31.63","619","85.33","14","-80.82","19","5.56","4,182","30.00"
"2010","05","아시아","태국","20,783","46.16","16,238","67.82","43","26.47","40","60.00","10","-9.09","4,452","-0.47"
"2010","05","아시아","베트남","7,144","14.08","3,803","29.49","527","-5.89","9","28.57","104","65.08","2,701","0.22"
"2010","05","아시아","인도","8,318","38.22","1,729","8.06","2,061","61.52","24","-22.58","21","-12.50","4,483","45.22"
"2010","05","아시아","말레이시아","7,379","36.14","6,017","45.06","54","50.00","5","150.00","11","0.00","1,292","5.64"
"2010","05","아시아","싱가포르","8,654","34.17","7,411","40.92","115","0.00","2","-33.33","12","9.09","1,114","4.90"
"2010","05","아시아","몽골","2,920","11.96","2,128","28.97","228","-8.80","3","50.00","98","71.93","463","-28.66"
"2010","05","아시아","우즈베키스탄","1,376","22.53","332","48.21","324","11.34","2","-77.78","9","-30.77","709","20.99"
"2010","05","아시아","미얀마","5,291","12.41","814","2.01","62","14.81","52","-38.82","4","300.00","4,359","15.65"
"2010","05","아시아","GCC","894","73.59","647","117.11","155","20.16","19","-50.00","10","0.00","63","57.50"
"2010","05","아시아","카자흐스탄","546","35.15","326","39.32","79","107.89","8","300.00","5","-28.57","128","4.07"
"2010","05","아시아","터키","1,437","27.96","890","52.66","31","40.91","3","-25.00","8","166.67","505","-1.17"
"2010","05","아시아","캄보디아","518","-9.44","329","11.90","25","19.05","4","-20.00","7","0.00","153","-37.55"
"2010","05","아시아","스리랑카","711","16.94","85","1.19","50","25.00","6","-14.29","2","0.00","568","19.58"
"2010","05","아시아","방글라데시","749","74.19","231","77.69","117","31.46","36","63.64","16","166.67","349","90.71"
"2010","05","아시아","파키스탄","953","20.94","194","7.18","312","7.22","3","0.00","4","-20.00","440","42.86"
"2010","05","아시아","이스라엘","904","37.39","846","35.58","10","233.33","0","0.00","0","-100.00","48","60.00"
"2010","05","아시아","이란","856","44.35","186","82.35","521","71.38","1","-50.00","8","100.00","140","-22.65"
"2010","05","아시아","아시아 기타","2,126","23.32","1,022","51.18","660","2.33","89","-35.51","19","5.56","336","36.03"
"2010","05","아시아 소계","","554,475","29.78","423,953","32.24","20,166","5.21","926","22.49","3,585","-2.10","105,845","27.44"
"2010","05","아메리카","미국","59,780","6.85","44,951","7.04","1,000","-17.90","2,205","6.06","77","20.31","11,547","9.05"
"2010","05","아메리카","캐나다","10,883","17.27","7,899","13.77","108","5.88","7","133.33","12","-25.00","2,857","28.93"
"2010","05","아메리카","브라질","1,240","20.39","904","46.52","45","-18.18","3","0.00","9","200.00","279","-21.41"
"2010","05","아메리카","멕시코","637","53.86","490","106.75","11","-21.43","0","-100.00","9","200.00","127","-19.62"
"2010","05","아메리카","아메리카 기타","2,050","64.79","1,274","54.42","29","45.00","15","87.50","18","38.46","714","88.89"
"2010","05","아메리카 소계","","74,590","9.83","55,518","9.68","1,193","-15.33","2,230","6.60","125","26.26","15,524","13.35"
"2010","05","유럽","러시아","14,063","22.75","4,686","18.09","736","49.90","16","-11.11","14","-12.50","8,611","23.65"
"2010","05","유럽","영국","8,003","9.65","6,143","8.17","340","14.48","15","400.00","5","25.00","1,500","13.98"
"2010","05","유럽","독일","8,073","6.20","5,980","9.00","207","16.95","13","-7.14","45","-15.09","1,828","-2.35"
"2010","05","유럽","프랑스","5,728","16.52","4,281","21.90","275","0.73","27","12.50","87","29.85","1,058","1.73"
"2010","05","유럽","이탈리아","2,408","21.49","1,810","10.50","30","50.00","6","-40.00","3","-62.50","559","82.68"
"2010","05","유럽","네덜란드","1,972","25.77","1,465","27.06","39","39.29","2","0.00","20","17.65","446","21.20"
"2010","05","유럽","우크라이나","2,344","13.18","514","38.92","14","-30.00","1","0.00","2","-33.33","1,813","8.05"
"2010","05","유럽","스페인","1,072","27.92","902","25.98","9","-30.77","3","-66.67","13","333.33","145","49.48"
"2010","05","유럽","루마니아","692","25.82","179","11.18","11","-15.38","1","0.00","1","-80.00","500","34.77"
"2010","05","유럽","노르웨이","1,056","28.00","703","27.82","242","62.42","0","0.00","5","0.00","106","-12.40"
"2010","05","유럽","스웨덴","1,190","18.29","924","9.87","60","36.36","12","200.00","12","-25.00","182","80.20"
"2010","05","유럽","폴란드","1,110","5.21","537","24.02","23","35.29","4","33.33","14","55.56","532","-10.29"
"2010","05","유럽","스위스","868","14.51","750","13.98","19","-5.00","4","0.00","7","133.33","88","14.29"
"2010","05","유럽","포르투갈","314","-7.65","221","-16.29","7","0.00","0","-100.00","0","-100.00","86","28.36"
"2010","05","유럽","오스트리아","750","17.74","559","11.80","12","100.00","1","0.00","12","-20.00","166","44.35"
"2010","05","유럽","핀란드","906","30.74","560","9.16","15","50.00","0","-100.00","17","-29.17","314","116.55"
"2010","05","유럽","벨기에","652","1.56","467","-11.22","24","71.43","2","0.00","3","-50.00","156","62.50"
"2010","05","유럽","크로아티아","489","9.15","167","1.83","12","-45.45","0","0.00","0","-100.00","310","18.77"
"2010","05","유럽","그리스","672","10.34","380","30.14","27","8.00","1","0.00","0","0.00","264","-9.59"
"2010","05","유럽","불가리아","731","35.12","134","-10.07","1","0.00","0","0.00","2","-33.33","594","52.70"
"2010","05","유럽","덴마크","668","4.05","531","10.63","26","-3.70","0","0.00","6","200.00","105","-21.05"
"2010","05","유럽","아일랜드","511","42.34","354","36.68","15","0.00","1","0.00","1","0.00","140","64.71"
"2010","05","유럽","유럽 기타","1,961","-2.53","1,244","2.98","50","47.06","10","233.33","21","23.53","636","-15.20"
"2010","05","유럽 소계","","56,233","15.11","33,491","13.45","2,194","27.41","119","27.96","290","4.32","20,139","16.84"
"2010","05","오세아니아","오스트레일리아","10,105","35.82","8,137","38.34","457","1.33","44","7.32","11","83.33","1,456","37.36"
"2010","05","오세아니아","뉴질랜드","2,808","49.20","2,297","45.10","55","61.76","1","0.00","0","0.00","455","71.70"
"2010","05","오세아니아","오세아니아 기타","712","10.90","611","38.24","0","0.00","14","600.00","4","0.00","83","-58.08"
"2010","05","오세아니아 소계","","13,625","36.74","11,045","39.69","512","5.57","59","37.21","15","150.00","1,994","30.93"
"2010","05","아프리카","남아프리카공화국","869","44.11","395","40.57","21","-36.36","1","0.00","0","0.00","452","56.94"
"2010","05","아프리카","아프리카 기타","2,176","19.10","919","23.52","638","-1.09","155","236.96","23","-39.47","441","24.58"
"2010","05","아프리카 소계","","3,045","25.31","1,314","28.20","659","-2.80","156","231.91","23","-39.47","893","39.10"
"2010","05","기타","국적미상","22","144.44","19","280.00","2","-33.33","0","-100.00","0","0.00","1","0.00"
"2010","05","기타 소계","","22","144.44","19","280.00","2","-33.33","0","-100.00","0","0.00","1","0.00"
"2010","05","교포","교포","27,460","51.34","0","0.00","0","0.00","0","0.00","0","0.00","27,460","51.34"
"2010","05","교포 소계","","27,460","51.34","0","0.00","0","0.00","0","0.00","0","0.00","27,460","51.34"
"2010","05 소계","","","729,450","26.96","525,340","28.23","24,726","5.38","3,490","15.11","4,038","-1.10","171,856","27.96"
"2010","06","아시아","중국","150,119","92.88","87,080","213.03","12,375","-3.42","293","37.56","3,293","-4.52","47,078","40.38"
"2010","06","아시아","일본","231,718","27.76","226,786","28.60","1,236","10.65","81","8.00","358","15.48","3,257","-7.34"
"2010","06","아시아","대만","32,827","24.90","32,156","25.42","60","0.00","6","-33.33","59","47.50","546","2.25"
"2010","06","아시아","홍콩","17,649","37.90","16,918","39.05","51","-21.54","1","0.00","22","37.50","657","19.67"
"2010","06","아시아","마카오","557","18.26","556","19.31","0","-100.00","0","0.00","1","0.00","0","-100.00"
"2010","06","아시아","필리핀","24,538","15.61","5,218","9.78","369","51.23","74","29.82","25","25.00","18,852","16.72"
"2010","06","아시아","인도네시아","9,837","56.71","4,797","76.82","530","51.86","10","-41.18","30","42.86","4,470","40.70"
"2010","06","아시아","태국","14,122","35.55","9,820","61.89","47","34.29","21","90.91","21","23.53","4,213","-1.77"
"2010","06","아시아","베트남","7,785","27.98","3,817","30.94","547","30.55","31","675.00","106","65.63","3,284","22.49"
"2010","06","아시아","인도","8,988","50.30","2,663","52.61","1,929","44.49","11","-54.17","36","56.52","4,349","52.44"
"2010","06","아시아","말레이시아","7,151","31.38","5,802","36.29","56","19.15","6","500.00","17","-10.53","1,270","13.49"
"2010","06","아시아","싱가포르","11,454","61.76","10,171","68.28","125","12.61","1","-66.67","22","83.33","1,135","24.59"
"2010","06","아시아","몽골","3,998","28.18","2,638","27.07","214","-3.60","10","233.33","198","20.73","938","43.43"
"2010","06","아시아","우즈베키스탄","2,462","117.68","503","72.85","408","50.00","11","83.33","23","43.75","1,517","177.84"
"2010","06","아시아","미얀마","5,375","27.25","777","64.27","40","-4.76","77","-16.30","9","800.00","4,472","23.67"
"2010","06","아시아","GCC","648","28.32","449","16.62","91","24.66","9","-25.00","17","88.89","82","215.38"
"2010","06","아시아","카자흐스탄","600","0.33","378","9.57","78","30.00","0","-100.00","10","-28.57","134","-23.43"
"2010","06","아시아","터키","1,359","33.24","880","46.42","19","72.73","15","400.00","4","-75.00","441","13.37"
"2010","06","아시아","캄보디아","714","34.97","280","37.25","27","58.82","10","42.86","11","120.00","386","30.41"
"2010","06","아시아","스리랑카","1,153","75.76","136","65.85","50","16.28","3","-78.57","5","400.00","959","85.85"
"2010","06","아시아","방글라데시","1,113","122.60","139","13.93","106","-7.83","29","-48.21","16","45.45","823","319.90"
"2010","06","아시아","파키스탄","896","30.99","189","4.42","315","26.00","1","-85.71","6","-45.45","385","63.83"
"2010","06","아시아","이스라엘","976","50.85","863","40.33","6","50.00","3","0.00","3","0.00","101","260.71"
"2010","06","아시아","이란","744","18.66","201","-0.50","426","59.55","2","0.00","6","200.00","109","-30.13"
"2010","06","아시아","아시아 기타","3,014","60.83","1,051","42.41","625","-7.13","61","-47.86","27","50.00","1,250","281.10"
"2010","06","아시아 소계","","539,797","43.04","414,268","49.42","19,730","5.80","766","4.08","4,325","1.55","100,708","31.68"
"2010","06","아메리카","미국","64,412","9.48","50,711","7.89","1,004","-12.92","2,314","32.23","68","-34.62","10,315","16.92"
"2010","06","아메리카","캐나다","8,962","17.35","6,579","13.69","111","38.75","5","-37.50","7","-53.33","2,260","29.36"
"2010","06","아메리카","브라질","1,012","36.20","695","38.17","30","-3.23","3","200.00","8","100.00","276","35.29"
